74;31.638714071891414;114.12271261447523;08424:68,06310:34,07667:72,01072:23,04077:21,05824:94,07411:67,08474:80,0924:66;magni,consequatur,et,id,voluptates,voluptatem,et,nulla,inventore,placeat;5209088048580476820
49;11.7143744779859;-73.19092791348024;07789:43,03354:36,02015:28,02417:34,03688:88,05899:65,03662:88,06701:67,01353:20,04031:62;ut,ipsum,cumque,illum,est,quis,non,et,accusamus,ex;-6488720542421294447
55;-7.1149444809701805;-109.40511053539039;07954:95,08190:94,05794:23,08681:96,03371:45,04723:45,01421:73,08863:40;accusamus,perferendis,quisquam,ex,qui,ratione;-218145935516920464
43;49.25006109640805;176.16253007771058;04110:69,06055:23,05835:41,06392:39,06564:58,05190:94,04012:20,06192:33,0827:98;sint,consequatur,et;1916675193164732031
90;68.88694611857684;-147.3286051235154;07903:24,05682:60,05296:85,02697:70,01211:55,0669:97,05185:56,0392:37,03817:81;vitae,id;-4300765107024371798
26;-55.450710633596906;33.98225050772109;01500:58,06714:54,09930:15,04216:34;asperiores,reprehenderit,dicta,in,explicabo;8734374125597605095
38;-32.991975652112224;-166.04562244490532;05955:22,09667:93,04738:55,02749:93,04658:83,05494:76,07145:46,09871:63,09362:62,05182:50;labore,et;374940057288536736
94;25.375001886459756;128.39805752827493;01391:26,04203:78,05237:51,06131:31,07426:53,05008:34,04334:29,03754:19,06359:75,05309:23,08182:33;ipsam,molestiae,quia,in,rerum,et,enim;4161784321585579521
60;-38.928381470793404;35.344185018217786;01589:74,09126:84,07513:48,03736:78,07628:61,06712:19,07586:17,04032:63,05132:77,02453:69,03431:57;nostrum,earum,deserunt,aspernatur,sed;4955234054451036801
65;-31.0385563718921;154.02093614331335;05316:45,09198:29,05795:75,09450:72,08519:21,0828:33,05102:16,04076:19,09716:35,03649:20;enim,rerum,provident,qui,amet,eos,sit;-7006087035292125941
26;-52.66701714066066;39.245562787162584;08522:85,01660:18,04219:94,04249:67,02148:29;voluptatum,et,quam,vel,quae,occaecati,a,eveniet,dolorem,libero;-3017485791273161663
50;7.207331331230819;-91.5845346936071;09365:52,08946:78;commodi,sit;4044068086458187646
67;16.179438411092903;83.36771481818033;01073:94,06914:68;recusandae,eum,eaque;4614206811891835227
87;-82.10543208712588;-30.855150861161746;02585:92,0516:17;sunt,a,numquam,sequi,fugit,officiis;-6295066515280324979
37;42.16200476830585;7.857463335891083;06774:38,09892:19,07411:23,03334:69,0340:79,05870:73;nemo,id,et,architecto,nihil,sit,distinctio,dolore,placeat;-4659324266480408800
